5,0.25
8,0.25
9,0.5
12,0.5
13,0.25
14,0.333333333
16,0.5
18,0.411764706
19,0.588235294
20,0.2
22,0.375
25,0.2
26,0.555555556
27,0.444444444
33,0.333333333
49,0.25
51,0.5
52,0.25
54,0.5
67,0.4
69,0.5
70,0.625
75,0.666666667
76,0.166666667
77,0.4
78,0.333333333
80,0.555555556
82,0.25
83,0.5
84,0.333333333
85,0.5
88,0.5
90,0.333333333
95,0.6
96,0.2
98,0.5
120,0.5
136,0.5
137,0.333333333
138,0.666666667
139,0.25
140,0.133333333
141,0.111111111
142,0.619047619
144,0.692307692
145,0.5
146,0.2
147,0.25
148,0.5
152,0.625
153,0.285714286
156,0.666666667
157,0.5625
158,0.571428571
162,0.2
163,0.333333333
164,0.333333333
176,0.2
177,0.166666667
180,0.333333333
181,0.75
182,0.5
183,0.5
185,0.5
186,0.5
189,0.5
190,0.75
205,0.5
213,0.2
214,0.333333333
215,0.75
216,0.333333333
217,0.4
220,0.5
221,0.428571429
222,0.6
223,0.25
224,0.333333333
228,0.5
231,0.666666667
235,0.666666667
236,0.666666667
238,0.5
239,0.666666667
240,0.666666667
242,0.8
243,0.625
245,0.8
247,0.666666667
248,0.6
249,0.4
250,0.5
251,0.75
252,0.428571429
253,0.428571429
254,0.333333333
255,0.666666667
256,0.5
257,0.333333333
259,0.75
260,0.4
261,0.666666667
262,0.6
265,0.666666667
266,0.5
268,0.666666667
270,0.666666667
271,0.75
274,0.5
276,0.666666667
281,0.666666667
282,0.666666667
283,0.666666667
284,0.666666667
285,0.5
288,0.4
291,0.5
293,0.666666667
295,0.5
298,0.5
301,0.5
305,0.666666667
306,0.4
307,0.6
308,0.5
309,0.75
310,0.5
311,0.666666667
312,0.5
314,0.5
316,0.5
319,0.5
320,0.666666667
322,0.666666667
323,0.6
325,0.5
326,0.25
327,0.5
328,0.666666667
329,0.666666667
330,0.75
332,0.666666667
336,0.666666667
338,0.666666667
339,0.666666667
341,0.666666667
343,0.666666667
344,0.5
345,0.333333333
346,0.8
347,0.666666667
349,0.666666667
350,0.666666667
352,0.5
353,0.5
354,0.5
355,0.666666667
358,0.666666667
359,0.666666667
362,0.666666667
364,0.5
365,0.666666667
366,0.5
368,0.666666667
369,0.666666667
370,0.666666667
371,0.666666667
372,0.666666667
373,0.666666667
374,0.666666667
378,0.666666667
379,0.5
380,0.666666667
381,0.666666667
383,0.285714286
384,0.833333333
385,0.75
386,0.25
387,0.666666667
393,0.666666667
394,0.75
395,0.5
400,0.5
402,0.666666667
406,0.666666667
408,0.5
409,0.4
410,0.5
412,0.666666667
413,0.666666667
415,0.5
418,0.666666667
419,0.666666667
421,0.666666667
422,0.666666667
423,0.666666667
425,0.5
426,0.5
428,0.4
429,0.666666667
431,0.666666667
432,0.5
436,0.666666667
437,0.333333333
438,0.5
439,0.6
440,0.5
441,0.2
442,0.333333333
443,0.666666667
445,0.666666667
447,0.333333333
